City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,kyosai,34.8503,128.5886,287.89,70,0,1.99,KR,1731370474
282,springbok,-29.6643,17.8865,288.04,62,9,1.8,ZA,1731370476
283,mahibadhoo,3.7833,72.9667,300.65,72,32,1.61,MV,1731370478
284,ta`u,-14.2336,-169.5144,300.53,72,36,5.51,AS,1731370479
285,tiksi,71.6872,128.8694,256.07,94,100,1.59,RU,1731370480
286,pangody,65.85,74.4859,252.29,99,99,4.3,RU,1731370481
287,al qusayr,34.5091,36.5798,288.13,80,98,1.18,SY,1731370482
288,baiyin,36.5583,104.2081,279.19,61,100,0.37,CN,1731370484
289,dalandzadgad,43.5708,104.425,275.15,50,34,1.84,MN,1731370485
290,antalaha,-14.9003,50.2788,296.35,91,100,2.22,MG,1731370486
291,belle chasse,29.8549,-89.9906,299.26,80,13,1.34,US,1731370487
292,solnechnyy,50.7214,136.6319,267.66,71,100,1.85,RU,1731370488
293,termas de rio hondo,-27.4998,-64.8604,288.75,86,100,2.83,AR,1731370490
294,jamestown,42.097,-79.2353,283.72,78,100,8.75,US,1731370391
295,antofagasta,-23.65,-70.4,290.75,85,29,2.09,CL,1731370388
296,nuku'alofa,-21.1333,-175.2,296.3,80,98,10.29,TO,1731370493
297,gardnerville ranchos,38.8882,-119.7413,275.68,82,20,4.63,US,1731370494
298,richards bay,-28.783,32.0377,292.64,88,100,2.52,ZA,1731370496
299,hithadhoo,-0.6,73.0833,301.73,71,95,7.81,MV,1731370497
300,hasaki,35.7333,140.8333,292.42,57,15,1.14,JP,1731370498
301,palu,-0.8917,119.8707,298.92,93,100,1.61,ID,1731370499
302,buenaventura,3.8801,-77.0312,298.66,78,100,1.01,CO,1731370500
303,fale old settlement,-9.3852,-171.2468,301.92,65,3,7.04,TK,1731370502
304,pisco,-13.7,-76.2167,292.18,82,0,7.2,PE,1731370490
305,borzya,50.3833,116.5167,261.75,93,16,1.38,RU,1731370504
306,tuy hoa,13.0833,109.3,298.07,83,100,2.01,VN,1731370505
307,jatoba,-9.1831,-38.2689,297.7,76,100,5.94,BR,1731370506
308,pavlodol'skaya,43.7192,44.4781,279.53,88,100,3.35,RU,1731370510
309,el granada,37.5027,-122.4694,288.2,82,20,4.63,US,1731370512
310,aldinga beach,-35.2793,138.4604,295.73,70,4,3.47,AU,1731370514
311,tateyama,34.9833,139.8667,291.78,73,72,1.7,JP,1731370249
312,at taj,24.2049,23.2857,288.61,34,0,3.06,LY,1731370517
313,moyo,3.6609,31.7247,292.01,94,98,0.53,UG,1731370518
314,nar'yan-mar,67.6713,53.087,266.16,99,100,2.36,RU,1731370456
315,paragominas,-2.9667,-47.4833,298.52,75,100,0.84,BR,1731370520
316,chibougamau,49.9168,-74.3659,272.94,93,100,6.17,CA,1731370522
317,alaghsas,17.0187,8.0168,293.88,24,1,4.92,NE,1731370523
318,la passe,45.5549,-0.8967,283.54,84,75,6.29,FR,1731370524
319,turpan,42.9333,89.1667,280.14,63,0,1.1,CN,1731370526
320,i-n-salah,27.1935,2.4607,292.72,42,0,4.38,DZ,1731370463
321,bafq,31.6128,55.4107,288.87,32,10,0.51,IR,1731370528
322,buturlinovka,50.8239,40.6092,276.39,60,100,2.16,RU,1731370530
323,taoudenni,22.6783,-3.9836,297.55,18,25,2.69,ML,1731370531
324,lobujya,27.95,86.8167,261.91,24,0,0.58,NP,1731370532
325,sur,22.5667,59.5289,299.37,49,6,1.33,OM,1731370533
326,tshela,-4.9833,12.9333,296.04,100,46,0.4,CD,1731370534
327,bejaia,36.7559,5.0843,289.54,80,59,4.19,DZ,1731370536
328,new plymouth,-39.0667,174.0833,293.04,100,1,2.84,NZ,1731370537
329,ar rastan,34.9265,36.7324,289.13,76,100,0.43,SY,1731370538
330,broome,42.2506,-75.833,285.18,75,100,4.12,US,1731370539
331,emerald,-23.5333,148.1667,301.67,55,98,3.1,AU,1731370540
332,muroto-misakicho,33.2833,134.15,293.16,72,62,3.65,JP,1731370541
333,salalah,17.0151,54.0924,296.2,60,0,1.03,OM,1731370543
334,zeya,53.75,127.2667,258.8,84,36,0.32,RU,1731370544
335,bria,6.5423,21.9863,294.31,75,25,0.6,CF,1731370545
336,greater sudbury,46.49,-80.99,274.85,85,100,5.81,CA,1731370494
337,basco,20.4487,121.9702,299.74,89,100,9.67,PH,1731370547
338,forster,-32.1667,152.5167,291.69,97,100,2.29,AU,1731370548
339,juneau,58.3019,-134.4197,277.27,97,75,1.54,US,1731370550
340,hoa binh,20.8133,105.3383,294.74,79,31,0.75,VN,1731370551
341,haiku-pauwela,20.9219,-156.3051,300.51,69,40,12.52,US,1731370552
342,ust-nera,64.5667,143.2,243.62,100,28,1.01,RU,1731370553
343,pearsall,28.8922,-99.095,298.62,53,26,3.73,US,1731370554
344,dolzhanskaya,46.6311,37.8039,280.17,65,92,6.76,RU,1731370556
345,northam,51.0333,-4.2167,282.38,81,48,2.13,GB,1731370557
346,zaozersk,69.4005,32.4476,275.03,89,99,5.99,RU,1731370558
347,villa gesell,-37.2639,-56.973,285.21,78,69,6.35,AR,1731370559
348,maitum,6.0392,124.4986,301.95,73,29,0.6,PH,1731370560
349,cabedelo,-6.9811,-34.8339,299.52,74,94,3.25,BR,1731370562
350,ginir,7.1333,40.7,286.23,56,67,1.51,ET,1731370563
351,padangsidempuan,1.3667,99.2667,295.48,95,99,0.69,ID,1731370565
352,rocha,-34.4833,-54.3333,287.36,64,97,7.78,UY,1731370566
353,carupano,10.6678,-63.2585,299.7,86,79,4.14,VE,1731370568
354,kabala,9.5833,-11.55,295.12,61,25,1.41,SL,1731370569
355,gurupa,-1.405,-51.64,300.95,59,100,1.72,BR,1731370317
356,heber city,40.5069,-111.4132,285.72,49,2,3.37,US,1731370571
357,opuwo,-18.0607,13.84,291.92,38,15,0.8,NA,1731370572
358,arar,30.9753,41.0381,288.16,72,0,1.54,SA,1731370574
359,kiunga,-6.1219,141.2906,300.1,80,98,0.82,PG,1731370575
360,urumqi,43.801,87.6005,271.68,100,20,1.0,CN,1731370576
361,puerto san jose,13.9256,-90.8244,300.03,80,40,2.2,GT,1731370530
362,san-pedro,4.7485,-6.6363,297.23,93,4,0.97,CI,1731370526
363,bridgetown,13.1,-59.6167,302.42,70,40,8.75,BB,1731370385
364,moog,8.6011,124.4658,302.21,67,49,1.55,PH,1731370581
365,oranjemund,-28.55,16.4333,287.91,94,1,6.48,NA,1731370582
366,tonnay-charente,45.95,-0.9,283.02,90,59,5.27,FR,1731370583
367,porto novo,6.4965,2.6036,299.24,84,64,1.7,BJ,1731370585
368,usta muhammad,28.1794,68.0445,296.14,20,31,2.41,PK,1731370586
369,tongren,27.7172,109.1853,290.04,72,92,1.41,CN,1731370589
370,kongsvinger,60.1905,11.9977,273.74,89,10,1.5,NO,1731370590
371,saint-philippe,-21.3585,55.7679,295.93,91,78,2.49,RE,1731370591
372,trikala,39.5553,21.7675,283.17,87,96,0.59,GR,1731370592
373,plastun,44.7561,136.2939,276.58,52,76,1.23,RU,1731370593
374,gisborne,-38.6533,178.0042,288.08,69,84,3.01,NZ,1731370595
375,mahdia,35.5047,11.0622,292.28,66,100,3.26,TN,1731370596
376,makarov,48.6333,142.8,273.67,65,100,1.44,RU,1731370597
377,chardara,41.2547,67.9692,281.97,61,100,2.28,KZ,1731370598
378,songling,31.1933,120.7176,289.49,72,0,2.2,CN,1731370599
379,mata-utu,-13.2816,-176.1745,300.58,76,18,1.92,WF,1731370601
380,atafu village,-8.5421,-172.5159,301.82,72,6,6.15,TK,1731370602
381,carauari,-4.8828,-66.8958,301.17,66,100,0.29,BR,1731370604
382,bontang,0.1333,117.5,300.53,80,96,1.09,ID,1731370605
383,yakutsk,62.0339,129.7331,258.13,85,40,1.0,RU,1731370606
384,la libertad,-2.2333,-80.9,294.1,82,97,4.88,EC,1731370608
385,jaisalmer,26.9147,70.9181,297.06,34,33,3.98,IN,1731370609
386,hastings,50.8552,0.5729,280.36,50,3,8.19,GB,1731370610
387,benxi,41.2886,123.765,280.26,57,0,1.18,CN,1731370611
388,kidal,18.4411,1.4078,294.5,17,0,4.1,ML,1731370612
389,callao,-12.0667,-77.15,294.66,77,20,5.14,PE,1731370614
390,chayan,43.0297,69.3772,277.48,70,100,1.79,KZ,1731370615
391,chinde,26.8212,87.7095,291.25,76,0,2.0,NP,1731370616
392,loreto,22.2667,-101.9667,295.1,28,14,5.46,MX,1731370617
393,sisimiut,66.9395,-53.6735,269.67,92,99,6.35,GL,1731370618
394,kailua-kona,19.6406,-155.9956,302.35,71,0,4.63,US,1731370620
395,ilha de mocambique,-15.0342,40.7358,297.04,93,46,1.6,MZ,1731370621
396,polyarnyy,69.1989,33.4478,275.38,89,100,7.28,RU,1731370380
397,bluefield,37.2698,-81.2223,287.46,67,0,4.12,US,1731370512
398,selkirk,50.1436,-96.8845,273.25,83,74,3.15,CA,1731370500
399,kokshetau,53.2775,69.3883,260.5,95,96,4.78,KZ,1731370625
400,veinticinco de mayo,-35.4323,-60.1727,283.14,74,1,3.88,AR,1731370392
401,moose jaw,50.4001,-105.5344,279.34,53,99,7.96,CA,1731370352
402,alajarvi,63.0,23.8167,275.57,98,100,1.84,FI,1731370630
403,bhimunipatnam,17.8833,83.4333,298.88,74,100,4.09,IN,1731370631
404,smithers,54.7804,-127.1743,275.76,91,99,0.7,CA,1731370633
405,alotau,-10.3069,150.4462,301.44,80,96,1.69,PG,1731370634
406,zvishavane,-20.3267,30.0665,293.05,83,91,3.67,ZW,1731370635
407,sinabang,2.4803,96.3801,299.12,85,100,2.58,ID,1731370636
408,ryazanskaya,44.9553,39.5889,276.82,88,0,3.53,RU,1731370637
409,mahina,-17.5065,-149.489,303.02,66,20,2.57,PF,1731370639
410,mirny,62.5353,113.9611,261.38,97,100,1.43,RU,1731370640
411,meulaboh,4.1363,96.1285,297.6,92,100,1.75,ID,1731370641
412,wagar,16.1525,36.2032,298.32,78,2,7.33,SD,1731370642
413,south windsor,41.8237,-72.6212,288.39,65,0,2.88,US,1731370643
414,ende,-8.8432,121.6623,302.06,59,71,1.54,ID,1731370645
415,bandarbeyla,9.4942,50.8122,298.78,80,64,6.54,SO,1731370646
416,scarborough,54.2797,-0.4044,283.62,72,72,2.68,GB,1731370647
417,upata,8.0086,-62.3989,296.27,90,98,1.41,VE,1731370488
418,cienfuegos,22.1461,-80.4356,299.23,89,65,2.06,CU,1731370650
419,samashki,43.2906,45.3014,279.36,91,100,2.61,RU,1731370651
420,shashi,30.3072,112.2447,290.17,64,77,1.9,CN,1731370652
421,gunjur,13.2019,-16.7339,300.94,59,90,2.35,GM,1731370653
422,vallegrande,-18.4897,-64.1069,290.46,83,47,1.32,BO,1731370655
423,kulhudhuffushi,6.6221,73.07,301.3,70,100,2.62,MV,1731370656
424,ndele,8.4109,20.6473,296.58,61,99,1.39,CF,1731370657
425,kindu,-2.95,25.95,293.63,99,56,0.82,CD,1731370658
426,laojunmiao,39.8333,97.7333,274.81,57,57,1.21,CN,1731370659
427,san pedro,14.35,121.0167,302.72,86,20,1.54,PH,1731370660
428,lata,40.1629,-8.3327,283.34,74,0,1.93,PT,1731370662
429,abepura,-2.6333,140.5833,299.6,89,40,0.51,ID,1731370663
430,shakawe,-18.3667,21.85,293.25,81,100,0.84,BW,1731370664
431,nyagan,62.1406,65.3936,262.56,89,99,3.19,RU,1731370665
432,urucara,-2.5364,-57.76,303.46,49,100,1.38,BR,1731370666
433,nantucket,41.2835,-70.0995,288.21,88,0,4.63,US,1731370668
434,priozersk,61.0393,30.1291,273.2,86,100,2.41,RU,1731370669
435,amposta,40.7131,0.581,285.2,75,2,3.55,ES,1731370670
436,paratinga,-12.6906,-43.1842,295.52,93,88,2.27,BR,1731370671
437,callaway,30.153,-85.5699,296.11,96,75,2.57,US,1731370673
438,arno,60.1167,18.6333,277.35,86,87,3.41,SE,1731370674
439,mugia,43.1041,-9.2179,287.54,82,53,10.95,ES,1731370675
440,tofol,5.3248,163.0078,304.03,70,75,1.54,FM,1731370676
441,mahebourg,-20.4081,57.7,297.31,73,20,3.09,MU,1731370678
442,rouyn-noranda,48.2398,-79.0288,271.91,93,100,7.17,CA,1731370397
443,gebeit,21.0667,36.3167,294.4,74,0,2.33,SD,1731370680
444,calama,-22.4667,-68.9333,291.42,20,0,7.72,CL,1731370681
445,necochea,-38.5473,-58.7368,283.03,74,30,3.03,AR,1731370398
446,kilinochchi,9.3961,80.3982,298.02,90,8,1.14,LK,1731370683
447,bardai,11.65,7.2333,293.21,35,2,3.81,NG,1731370685
448,angaur state,6.906,134.13,302.1,69,39,2.66,PW,1731370686
449,ostersund,63.1792,14.6357,277.93,94,100,5.14,SE,1731370687
450,colon,9.3592,-79.9014,298.91,76,66,3.58,PA,1731370392
451,kure,34.2333,132.5667,290.53,70,43,0.79,JP,1731370689
452,shingu,33.7333,135.9833,292.99,71,12,0.26,JP,1731370691
453,baardheere,2.3446,42.2764,298.83,81,88,3.52,SO,1731370692
454,dubbo,-32.25,148.6167,297.22,57,81,5.14,AU,1731370576
455,klaksvik,62.2266,-6.589,283.81,90,91,6.4,FO,1731370694
456,labrador city,52.9463,-66.9114,269.92,81,100,26.82,CA,1731370695
457,port douglas,-16.4833,145.4667,300.98,66,37,3.49,AU,1731370698
458,baharly,38.4362,57.4316,286.39,61,100,1.15,TM,1731370692
459,altai,46.3722,96.2583,267.36,68,17,6.41,MN,1731370700
460,port blair,11.6667,92.75,301.17,83,40,2.06,IN,1731370701
461,miahuatlan de porfirio diaz,16.3333,-96.6,292.67,67,73,2.81,MX,1731370702
462,sechura,-5.5569,-80.8222,291.73,85,47,7.85,PE,1731370549
463,port alfred,-33.5906,26.891,290.47,94,1,0.89,ZA,1731370483
464,margate,51.3813,1.3862,282.42,84,46,3.13,GB,1731370707
465,lebedyan',53.0194,39.1664,274.51,64,100,1.01,RU,1731370708
466,graham,47.0529,-122.2943,283.04,85,0,3.09,US,1731370639
467,tsiombe,-25.3,45.4833,294.9,93,99,1.8,MG,1731370711
468,luderitz,-26.6481,15.1594,288.05,82,1,7.88,NA,1731370712
469,xiongzhou,25.1167,114.3,292.81,78,10,1.27,CN,1731370713
470,palaio faliro,37.9295,23.702,287.88,69,20,2.24,GR,1731370714
471,alo,6.5486,4.2686,298.59,88,37,0.37,NG,1731370716
472,portland,45.5234,-122.6762,284.32,92,75,4.02,US,1731370513
473,taltal,-25.4,-70.4833,290.81,81,35,2.27,CL,1731370718
474,pusad,19.9,77.5833,291.95,67,26,1.97,IN,1731370719
475,kapuskasing,49.4169,-82.4331,271.2,86,100,7.72,CA,1731370720
476,salina cruz,16.1667,-95.2,302.08,65,33,7.99,MX,1731370722
477,kavaratti,10.5669,72.642,301.83,68,33,3.36,IN,1731370723
478,shalqar,47.8333,59.6,270.33,57,31,4.25,KZ,1731370724
479,jiangzi,28.95,89.6333,267.67,68,0,2.54,CN,1731370725
480,antonio enes,-16.2325,39.9086,297.89,89,10,3.59,MZ,1731370727
481,tifton,31.4505,-83.5085,295.11,94,0,0.0,US,1731370729
482,ciudad bolivar,8.1222,-63.5497,299.09,83,94,1.57,VE,1731370730
483,hurricane,37.1753,-113.2899,292.3,23,0,0.89,US,1731370200
484,derzhavinsk,51.1,66.3167,258.11,99,71,3.44,KZ,1731370732
485,mawu,34.4307,104.9176,276.39,91,89,2.45,CN,1731370733
486,podborany,50.2294,13.4119,274.21,67,100,1.65,CZ,1731370734
487,brisas de zicatela,15.8369,-97.0419,303.44,74,40,2.06,MX,1731370736
488,macon,39.8667,-88.9668,286.18,47,0,4.63,US,1731370737
489,ghadamis,30.1337,9.5007,291.36,50,0,1.82,LY,1731370738
490,flin flon,54.7682,-101.865,273.94,69,100,5.14,CA,1731370514
491,igarka,67.4667,86.5833,249.59,94,99,4.34,RU,1731370740
492,bitche,49.0501,7.4267,278.31,97,38,1.16,FR,1731370742
493,pingliang,35.5392,106.6861,281.3,77,100,1.38,CN,1731370743
494,kamaishi,39.2667,141.8833,284.66,55,97,0.62,JP,1731370744
495,nizhniy odes,63.6445,54.856,269.93,97,100,1.51,RU,1731370745
496,castillos,-34.1667,-53.8333,284.99,82,68,4.4,UY,1731370746
497,aswan,24.0934,32.907,291.48,38,0,5.19,EG,1731370747
498,torbat-e heydariyeh,35.274,59.2195,282.89,51,0,0.09,IR,1731370749
499,saudarkrokur,65.7461,-19.6394,285.66,84,100,12.89,IS,1731370750
500,pustoshka,56.3355,29.369,274.04,86,100,1.75,RU,1731370751
501,shohimardon,39.9839,71.8028,276.78,53,55,2.54,UZ,1731370752
502,murzuq,25.9155,13.9184,290.85,28,33,2.94,LY,1731370753
503,fisterra,42.9049,-9.2629,288.44,75,34,9.47,ES,1731370754
504,garachico,28.7781,-17.7646,292.86,73,20,4.63,ES,1731370756
505,kargasok,59.0556,80.8572,262.95,91,100,5.84,RU,1731370459
506,suva,-18.1416,178.4415,299.68,77,75,5.0,FJ,1731370758
507,rikaze,29.25,88.8833,273.05,43,0,1.41,CN,1731370759
508,mandalgovi,45.7625,106.2708,271.16,56,5,4.13,MN,1731370760
509,tralee,52.2704,-9.7026,281.4,95,14,1.1,IE,1731370761
510,karatuzskoye,53.6072,92.8667,270.71,95,100,1.45,RU,1731370763
511,labuan,5.2767,115.2417,300.98,88,58,0.89,MY,1731370764
512,xique xique,-10.8217,-42.7311,296.02,88,99,2.22,BR,1731370765
513,longboat key,27.4125,-82.659,298.71,89,0,0.45,US,1731370766
514,east london,-33.0153,27.9116,289.56,86,7,1.88,ZA,1731370767
515,tamandare,-8.7597,-35.1047,298.41,79,85,4.69,BR,1731370769
516,vila franca do campo,37.7167,-25.4333,293.38,99,70,7.1,PT,1731370770
517,prudentopolis,-25.2131,-50.9778,294.24,73,78,0.42,BR,1731370607
518,basmakci,37.8972,30.0117,274.1,66,16,0.24,TR,1731370772
519,tucurui,-3.7661,-49.6725,299.45,77,99,2.42,BR,1731370773
520,joshimath,30.5667,79.5667,279.77,50,7,3.18,IN,1731370774
521,bryne,58.7354,5.6477,280.9,92,40,1.54,NO,1731370776
522,cantaura,9.3057,-64.3584,298.44,82,100,1.71,VE,1731370777
523,lorengau,-2.0226,147.2712,302.44,73,54,3.24,PG,1731370778
524,bengkulu,-3.8004,102.2655,298.06,87,99,1.24,ID,1731370779
525,dauphin,51.1494,-100.0502,273.56,70,88,3.54,CA,1731370501
526,koulikoro,14.0,-7.75,296.2,26,3,2.26,ML,1731370782
527,portel,-1.9356,-50.8211,301.08,63,96,1.53,BR,1731370783
528,kanniyakumari,8.0833,77.5667,299.7,76,2,2.94,IN,1731370721
529,nguigmi,14.2495,13.1092,296.95,26,0,5.4,NE,1731370785
530,bethanie,-26.4833,17.15,290.3,25,0,2.65,NA,1731370786
531,horta,38.5333,-28.6333,293.72,95,96,10.28,PT,1731370787
532,vadso,70.0744,29.7487,275.24,80,75,3.6,NO,1731370789
533,kudahuvadhoo,2.6708,72.8944,301.02,72,89,3.35,MV,1731370575
534,albion,42.2431,-84.753,280.25,67,100,4.63,US,1731370583
535,suzun,53.7841,82.3116,264.08,85,100,5.25,RU,1731370793
536,santa elena de uairen,4.6167,-61.1333,295.37,69,100,2.02,VE,1731370795
537,ketchikan,55.3422,-131.6461,280.56,93,100,0.0,US,1731370796
538,palangkaraya,-2.2,113.8333,297.34,94,96,0.15,ID,1731370716
539,namsos,64.4662,11.4957,280.1,81,100,4.12,NO,1731370798
540,manismata,-2.4667,111.0333,299.42,86,99,0.99,ID,1731370800
541,susurluk,39.9136,28.1578,283.25,92,65,1.01,TR,1731370801
542,taiynsha,53.8478,69.7639,261.09,94,94,5.21,KZ,1731370802
543,libertad,8.9442,125.5019,301.12,78,18,1.11,PH,1731370691
544,jijel,36.8205,5.7667,289.12,88,75,4.63,DZ,1731370805
545,itoman,26.1247,127.6694,299.31,89,75,7.2,JP,1731370806
546,eyl,7.9803,49.8164,299.06,82,85,6.71,SO,1731370782
547,eduardo castex,-35.915,-64.2945,287.26,25,4,1.71,AR,1731370808
548,piacabucu,-10.4056,-36.4344,299.26,75,100,5.22,BR,1731370810
549,vorkuta,67.5,64.0,258.37,95,100,3.31,RU,1731370811
550,bimbo,4.2567,18.4158,294.91,90,19,0.26,CF,1731370792
551,usogorsk,63.4106,48.6872,273.01,97,100,4.61,RU,1731370813
552,susanville,40.4163,-120.653,276.48,81,99,2.79,US,1731370615
553,yreka,41.7354,-122.6345,281.25,71,100,0.0,US,1731370815
554,mount darwin,-16.7725,31.5838,297.37,53,50,0.98,ZW,1731370817
555,tadine,-21.55,167.8833,299.83,66,23,6.1,NC,1731370818
556,moldova noua,44.7375,21.6669,274.83,98,100,0.28,RO,1731370819
557,visakhapatnam,17.69,83.2093,299.09,89,40,3.09,IN,1731370820
558,sola,-13.8833,167.55,303.52,66,40,2.06,VU,1731370821
559,kalemie,-5.9475,29.1947,293.44,84,26,1.15,CD,1731370824
560,taraz,42.9,71.3667,277.38,81,70,3.0,KZ,1731370825
561,vilyuchinsk,52.9306,158.4028,276.3,75,18,16.0,RU,1731370827
562,muisne,0.6,-80.0333,296.39,77,45,2.6,EC,1731370829
563,isla vista,34.4133,-119.861,295.01,64,20,7.72,US,1731370830
564,las lajitas,-24.6833,-64.25,287.33,90,100,5.77,AR,1731370711
565,mbandaka,0.0487,18.2603,294.17,94,30,1.53,CD,1731370832
